# Bg   Tw[K]   Bc[-]   Hw[J/kg]
#

0.10000   1650.00    0.153510       289741.00
0.10000   1675.00    0.153596       326478.00
0.10000   1700.00    0.153692       363396.00
0.10000   1725.00    0.153799       400506.00
0.10000   1750.00    0.153916       437823.00
0.10000   1775.00    0.154046       475360.00
0.10000   1800.00    0.154189       513132.00
0.10000   1825.00    0.154346       551156.00
0.10000   1850.00    0.154518       589449.00
0.10000   1875.00    0.154707       628028.00
0.10000   1900.00    0.154912       666913.00
0.10000   1925.00    0.155136       706125.00
0.10000   1950.00    0.155380       745685.00
0.10000   1975.00    0.155644       785616.00
0.10000   2000.00    0.155929       825942.00
0.10000   2025.00    0.156237       866690.00
0.10000   2050.00    0.156569       907885.00
0.10000   2075.00    0.156926       949558.00
0.10000   2100.00    0.157308       991736.00
0.10000   2125.00    0.157718      1034450.00
0.10000   2150.00    0.158156      1077740.00
0.10000   2175.00    0.158622      1121620.00
0.10000   2200.00    0.159119      1166140.00
0.10000   2225.00    0.159646      1211340.00
0.10000   2250.00    0.160206      1257240.00
0.10000   2275.00    0.160798      1303890.00
0.10000   2300.00    0.161424      1351320.00
0.10000   2325.00    0.162084      1399580.00
0.10000   2350.00    0.162779      1448700.00
0.10000   2375.00    0.163510      1498710.00
0.10000   2400.00    0.164276      1549670.00
0.10000   2425.00    0.165079      1601610.00
0.10000   2450.00    0.165919      1654570.00
0.10000   2475.00    0.166796      1708590.00
0.10000   2500.00    0.167710      1763700.00
0.10000   2525.00    0.168661      1819960.00
0.10000   2550.00    0.169648      1877390.00
0.10000   2575.00    0.170673      1936030.00
0.10000   2600.00    0.171734      1995920.00
0.10000   2625.00    0.172832      2057110.00
0.10000   2650.00    0.173965      2119610.00
0.10000   2675.00    0.175133      2183480.00
0.10000   2700.00    0.176337      2248750.00
0.10000   2725.00    0.177574      2315450.00
0.10000   2750.00    0.178846      2383630.00
0.10000   2775.00    0.180152      2453330.00
0.10000   2800.00    0.181492      2524600.00
0.10000   2825.00    0.182866      2597480.00
0.10000   2850.00    0.184276      2672050.00
0.10000   2875.00    0.185722      2748370.00
0.10000   2900.00    0.187207      2826520.00
0.10000   2925.00    0.188734      2906610.00
0.10000   2950.00    0.190308      2988750.00
0.10000   2975.00    0.191933      3073090.00
0.10000   3000.00    0.193619      3159820.00
0.10000   3025.00    0.195374      3249140.00
0.10000   3050.00    0.197212      3341340.00
0.10000   3075.00    0.199149      3436740.00
0.10000   3100.00    0.201205      3535740.00
0.10000   3125.00    0.203406      3638820.00
0.10000   3150.00    0.205782      3746570.00
0.10000   3175.00    0.208372      3859690.00
0.10000   3200.00    0.211222      3979040.00
0.10000   3225.00    0.214391      4105630.00
0.10000   3250.00    0.217948      4240680.00
0.10000   3275.00    0.221976      4385630.00
0.10000   3300.00    0.226579      4542180.00
0.10000   3325.00    0.231881      4712360.00
0.10000   3350.00    0.238031      4898530.00
0.10000   3375.00    0.245210      5103450.00
0.10000   3400.00    0.253640      5330350.00
0.10000   3425.00    0.263586      5582940.00
0.10000   3450.00    0.275374      5865500.00
0.10000   3475.00    0.289404      6182930.00
0.10000   3500.00    0.306163      6540780.00
0.10000   3525.00    0.326260      6945300.00
0.10000   3550.00    0.350451      7403430.00
0.10000   3575.00    0.379689      7922840.00
0.10000   3600.00    0.415191      8511840.00
0.10000   3625.00    0.458526      9179300.00
0.10000   3650.00    0.511757      9934470.00
0.10000   3675.00    0.577646     10786700.00
0.10000   3700.00    0.659971     11745300.00
0.10000   3725.00    0.764044     12818600.00
0.10000   3750.00    0.897571     14013700.00
0.10000   3775.00    1.072180     15335700.00
0.10000   3800.00    1.306240     16786500.00
0.10000   3825.00    1.630630     18364000.00
0.10000   3850.00    2.101410     20060500.00
0.10000   3875.00    2.831960     21861400.00
0.10000   3900.00    4.090410     23742400.00
0.10000   3925.00    6.695170     25665400.00
0.10000   3950.00   14.833900     27563600.00
0.10000   3975.00   14.833900     27563600.00
0.10000   4000.00   14.833900     27563600.00

0.15000    250.00    0.000000     -3615050.00
0.15000    275.00    0.000000     -3582090.00
0.15000    300.00    0.000000     -3547170.00
0.15000    325.00    0.000000     -3510510.00
0.15000    350.00    0.000000     -3472570.00
0.15000    375.00    0.000000     -3433800.00
0.15000    400.00    0.000000     -3394580.00
0.15000    425.00    0.000000     -3355130.00
0.15000    450.00    0.000000     -3315500.00
0.15000    475.00    0.000000     -3275630.00
0.15000    500.00    0.000000     -3235300.00
0.15000    525.00    0.000000     -3194190.00
0.15000    550.00    0.002127     -3151890.00
0.15000    575.00    0.004121     -3107860.00
0.15000    600.00    0.005983     -3061470.00
0.15000    625.00    0.007749     -3011960.00
0.15000    650.00    0.009478     -2958390.00
0.15000    675.00    0.011266     -2899610.00
0.15000    700.00    0.013243     -2834210.00
0.15000    725.00    0.015587     -2760360.00
0.15000    750.00    0.018515     -2675870.00
0.15000    775.00    0.022283     -2578100.00
0.15000    800.00    0.027168     -2464150.00
0.15000    825.00    0.033442     -2331250.00
0.15000    850.00    0.041319     -2177410.00
0.15000    875.00    0.050889     -2002500.00
0.15000    900.00    0.062022     -1809410.00
0.15000    925.00    0.074292     -1604840.00
0.15000    950.00    0.086963     -1399100.00
0.15000    975.00    0.099109     -1204090.00
0.15000   1000.00    0.109870     -1030000.00
0.15000   1025.00    0.118709      -882415.00
0.15000   1050.00    0.125509      -761591.00
0.15000   1075.00    0.130486      -663996.00
0.15000   1100.00    0.134009      -584574.00
0.15000   1125.00    0.136455      -518433.00
0.15000   1150.00    0.138141      -461601.00
0.15000   1175.00    0.139301      -411144.00
0.15000   1200.00    0.140105      -365000.00
0.15000   1225.00    0.140666      -321761.00
0.15000   1250.00    0.141062      -280478.00
0.15000   1275.00    0.141347      -240507.00
0.15000   1300.00    0.141554      -201414.00
0.15000   1325.00    0.141709      -162902.00
0.15000   1350.00    0.141828      -124768.00
0.15000   1375.00    0.141922       -86867.00
0.15000   1400.00    0.142000       -49099.00
0.15000   1425.00    0.142068       -11390.70
0.15000   1450.00    0.142130        26311.70
0.15000   1475.00    0.142190        64048.70
0.15000   1500.00    0.142249       101852.00
0.15000   1525.00    0.142311       139746.00
0.15000   1550.00    0.142377       177753.00
0.15000   1575.00    0.142448       215890.00
0.15000   1600.00    0.142526       254175.00
0.15000   1625.00    0.142612       292622.00
0.15000   1650.00    0.142707       331247.00
0.15000   1675.00    0.142813       370065.00
0.15000   1700.00    0.142930       409092.00
0.15000   1725.00    0.143060       448342.00
0.15000   1750.00    0.143205       487834.00
0.15000   1775.00    0.143365       527584.00
0.15000   1800.00    0.143541       567611.00
0.15000   1825.00    0.143735       607936.00
0.15000   1850.00    0.143948       648579.00
0.15000   1875.00    0.144181       689563.00
0.15000   1900.00    0.144436       730911.00
0.15000   1925.00    0.144714       772651.00
0.15000   1950.00    0.145016       814808.00
0.15000   1975.00    0.145344       857412.00
0.15000   2000.00    0.145700       900492.00
0.15000   2025.00    0.146084       944083.00
0.15000   2050.00    0.146499       988216.00
0.15000   2075.00    0.146945      1032930.00
0.15000   2100.00    0.147424      1078260.00
0.15000   2125.00    0.147938      1124240.00
0.15000   2150.00    0.148488      1170920.00
0.15000   2175.00    0.149075      1218340.00
0.15000   2200.00    0.149701      1266540.00
0.15000   2225.00    0.150367      1315570.00
0.15000   2250.00    0.151075      1365480.00
0.15000   2275.00    0.151826      1416310.00
0.15000   2300.00    0.152621      1468100.00
0.15000   2325.00    0.153461      1520930.00
0.15000   2350.00    0.154347      1574820.00
0.15000   2375.00    0.155281      1629840.00
0.15000   2400.00    0.156263      1686040.00
0.15000   2425.00    0.157294      1743460.00
0.15000   2450.00    0.158375      1802170.00
0.15000   2475.00    0.159507      1862220.00
0.15000   2500.00    0.160689      1923650.00
0.15000   2525.00    0.161922      1986520.00
0.15000   2550.00    0.163207      2050890.00
0.15000   2575.00    0.164544      2116790.00
0.15000   2600.00    0.165932      2184300.00
0.15000   2625.00    0.167372      2253450.00
0.15000   2650.00    0.168863      2324300.00
0.15000   2675.00    0.170405      2396890.00
0.15000   2700.00    0.171998      2471280.00
0.15000   2725.00    0.173641      2547510.00
0.15000   2750.00    0.175335      2625650.00
0.15000   2775.00    0.177079      2705750.00
0.15000   2800.00    0.178873      2787860.00
0.15000   2825.00    0.180718      2872050.00
0.15000   2850.00    0.182615      2958390.00
0.15000   2875.00    0.184565      3046970.00
0.15000   2900.00    0.186570      3137860.00
0.15000   2925.00    0.188634      3231200.00
0.15000   2950.00    0.190761      3327090.00
0.15000   2975.00    0.192957      3425710.00
0.15000   3000.00    0.195231      3527240.00
0.15000   3025.00    0.197592      3631900.00
0.15000   3050.00    0.200054      3739970.00
0.15000   3075.00    0.202635      3851790.00
0.15000   3100.00    0.205356      3967750.00
0.15000   3125.00    0.208244      4088350.00
0.15000   3150.00    0.211333      4214180.00
0.15000   3175.00    0.214664      4345950.00
0.15000   3200.00    0.218289      4484510.00
0.15000   3225.00    0.222269      4630890.00
0.15000   3250.00    0.226680      4786300.00
0.15000   3275.00    0.231616      4952190.00
0.15000   3300.00    0.237188      5130260.00
0.15000   3325.00    0.243533      5322550.00
0.15000   3350.00    0.250817      5531400.00
0.15000   3375.00    0.259239      5759580.00
0.15000   3400.00    0.269044      6010270.00
0.15000   3425.00    0.280527      6287180.00
0.15000   3450.00    0.294050      6594530.00
0.15000   3475.00    0.310057      6937130.00
0.15000   3500.00    0.329091      7320430.00
0.15000   3525.00    0.351829      7750470.00
0.15000   3550.00    0.379114      8233980.00
0.15000   3575.00    0.412010      8778250.00
0.15000   3600.00    0.451875      9391100.00
0.15000   3625.00    0.500464     10080700.00
0.15000   3650.00    0.560081     10855500.00
0.15000   3675.00    0.633815     11723700.00
0.15000   3700.00    0.725894     12693000.00
0.15000   3725.00    0.842264     13769900.00
0.15000   3750.00    0.991554     14959300.00
0.15000   3775.00    1.186780     16263600.00
0.15000   3800.00    1.448550     17681600.00
0.15000   3825.00    1.811430     19207600.00
0.15000   3850.00    2.338250     20830500.00
0.15000   3875.00    3.156020     22532100.00
0.15000   3900.00    4.564930     24285100.00
0.15000   3925.00    7.480170     26049500.00
0.15000   3950.00   16.572300     27759900.00
0.15000   3975.00   16.572300     27759900.00
0.15000   4000.00   16.572300     27759900.00

0.20000    250.00    0.000000     -3907680.00
0.20000    275.00    0.000000     -3867430.00
0.20000    300.00    0.000000     -3823920.00
0.20000    325.00    0.000000     -3778210.00
0.20000    350.00    0.000000     -3731400.00
0.20000    375.00    0.000000     -3684360.00
0.20000    400.00    0.000000     -3637590.00
0.20000    425.00    0.000000     -3591320.00
0.20000    450.00    0.000000     -3545530.00
0.20000    475.00    0.000000     -3500020.00
0.20000    500.00    0.000000     -3454470.00
0.20000    525.00    0.000000     -3408430.00
0.20000    550.00    0.000000     -3361370.00
0.20000    575.00    0.000000     -3312620.00
0.20000    600.00    0.000000     -3261450.00
0.20000    625.00    0.000000     -3206940.00
0.20000    650.00    0.000000     -3148060.00
0.20000    675.00    0.000000     -3083520.00
0.20000    700.00    0.000000     -3011770.00
0.20000    725.00    0.000000     -2930880.00
0.20000    750.00    0.000000     -2838530.00
0.20000    775.00    0.003066     -2731980.00
0.20000    800.00    0.007967     -2608240.00
0.20000    825.00    0.014394     -2464460.00
0.20000    850.00    0.022595     -2298680.00
0.20000    875.00    0.032678     -2110830.00
0.20000    900.00    0.044509     -1904040.00
0.20000    925.00    0.057630     -1685410.00
0.20000    950.00    0.071245     -1465820.00
0.20000    975.00    0.084350     -1257760.00
0.20000   1000.00    0.096004     -1071950.00
0.20000   1025.00    0.105609      -914273.00
0.20000   1050.00    0.113024      -785050.00
0.20000   1075.00    0.118467      -680599.00
0.20000   1100.00    0.122329      -595608.00
0.20000   1125.00    0.125016      -524908.00
0.20000   1150.00    0.126868      -464278.00
0.20000   1175.00    0.128145      -410581.00
0.20000   1200.00    0.129028      -361603.00
0.20000   1225.00    0.129643      -315822.00
0.20000   1250.00    0.130078      -272206.00
0.20000   1275.00    0.130388      -230054.00
0.20000   1300.00    0.130614      -188888.00
0.20000   1325.00    0.130782      -148381.00
0.20000   1350.00    0.130911      -108307.00
0.20000   1375.00    0.131013       -68505.30
0.20000   1400.00    0.131097       -28863.00
0.20000   1425.00    0.131171        10702.20
0.20000   1450.00    0.131239        50251.30
0.20000   1475.00    0.131304        89830.50
0.20000   1500.00    0.131370       129476.00
0.20000   1525.00    0.131439       169216.00
0.20000   1550.00    0.131513       209076.00
0.20000   1575.00    0.131593       249077.00
0.20000   1600.00    0.131682       289237.00
0.20000   1625.00    0.131780       329576.00
0.20000   1650.00    0.131889       370110.00
0.20000   1675.00    0.132011       410857.00
0.20000   1700.00    0.132146       451834.00
0.20000   1725.00    0.132297       493062.00
0.20000   1750.00    0.132464       534557.00
0.20000   1775.00    0.132649       576342.00
0.20000   1800.00    0.132853       618438.00
0.20000   1825.00    0.133078       660868.00
0.20000   1850.00    0.133326       703656.00
0.20000   1875.00    0.133598       746829.00
0.20000   1900.00    0.133895       790415.00
0.20000   1925.00    0.134219       834444.00
0.20000   1950.00    0.134572       878947.00
0.20000   1975.00    0.134956       923957.00
0.20000   2000.00    0.135372       969512.00
0.20000   2025.00    0.135822      1015650.00
0.20000   2050.00    0.136307      1062400.00
0.20000   2075.00    0.136831      1109820.00
0.20000   2100.00    0.137394      1157950.00
0.20000   2125.00    0.137998      1206830.00
0.20000   2150.00    0.138646      1256510.00
0.20000   2175.00    0.139338      1307040.00
0.20000   2200.00    0.140077      1358470.00
0.20000   2225.00    0.140865      1410860.00
0.20000   2250.00    0.141703      1464260.00
0.20000   2275.00    0.142592      1518730.00
0.20000   2300.00    0.143536      1574320.00
0.20000   2325.00    0.144534      1631110.00
0.20000   2350.00    0.145589      1689140.00
0.20000   2375.00    0.146702      1748480.00
0.20000   2400.00    0.147875      1809190.00
0.20000   2425.00    0.149108      1871340.00
0.20000   2450.00    0.150403      1935000.00
0.20000   2475.00    0.151760      2000210.00
0.20000   2500.00    0.153181      2067050.00
0.20000   2525.00    0.154666      2135590.00
0.20000   2550.00    0.156216      2205880.00
0.20000   2575.00    0.157832      2277990.00
0.20000   2600.00    0.159513      2351980.00
0.20000   2625.00    0.161259      2427920.00
0.20000   2650.00    0.163072      2505860.00
0.20000   2675.00    0.164950      2585870.00
0.20000   2700.00    0.166895      2668000.00
0.20000   2725.00    0.168905      2752330.00
0.20000   2750.00    0.170981      2838920.00
0.20000   2775.00    0.173122      2927820.00
0.20000   2800.00    0.175330      3019120.00
0.20000   2825.00    0.177605      3112890.00
0.20000   2850.00    0.179947      3209200.00
0.20000   2875.00    0.182359      3308150.00
0.20000   2900.00    0.184842      3409830.00
0.20000   2925.00    0.187401      3514380.00
0.20000   2950.00    0.190040      3621930.00
0.20000   2975.00    0.192765      3732640.00
0.20000   3000.00    0.195586      3846710.00
0.20000   3025.00    0.198512      3964370.00
0.20000   3050.00    0.201560      4085910.00
0.20000   3075.00    0.204747      4211660.00
0.20000   3100.00    0.208096      4342050.00
0.20000   3125.00    0.211637      4477560.00
0.20000   3150.00    0.215405      4618800.00
0.20000   3175.00    0.219446      4766490.00
0.20000   3200.00    0.223815      4921480.00
0.20000   3225.00    0.228579      5084810.00
0.20000   3250.00    0.233821      5257690.00
0.20000   3275.00    0.239641      5441590.00
0.20000   3300.00    0.246162      5638220.00
0.20000   3325.00    0.253533      5849590.00
0.20000   3350.00    0.261935      6078050.00
0.20000   3375.00    0.271587      6326370.00
0.20000   3400.00    0.282756      6597710.00
0.20000   3425.00    0.295767      6895720.00
0.20000   3450.00    0.311017      7224600.00
0.20000   3475.00    0.328993      7589050.00
0.20000   3500.00    0.350295      7994390.00
0.20000   3525.00    0.375666      8446510.00
0.20000   3550.00    0.406037      8951840.00
0.20000   3575.00    0.442581      9517360.00
0.20000   3600.00    0.486796     10150400.00
0.20000   3625.00    0.540618     10858500.00
0.20000   3650.00    0.606596     11649300.00
0.20000   3675.00    0.688142     12529800.00
0.20000   3700.00    0.789930     13506600.00
0.20000   3725.00    0.918537     14584400.00
0.20000   3750.00    1.083510     15766300.00
0.20000   3775.00    1.299270     17052200.00
0.20000   3800.00    1.588590     18438700.00
0.20000   3825.00    1.989790     19917300.00
0.20000   3850.00    2.572410     21474200.00
0.20000   3875.00    3.477040     23088800.00
0.20000   3900.00    5.035830     24732100.00
0.20000   3925.00    8.260390     26363400.00
0.20000   3950.00   18.301700     27919100.00
0.20000   3975.00   18.301700     27919100.00
0.20000   4000.00   18.301700     27919100.00

0.25000    250.00    0.000000     -4184700.00
0.25000    275.00    0.000000     -4133070.00
0.25000    300.00    0.000000     -4078190.00
0.25000    325.00    0.000000     -4022050.00
0.25000    350.00    0.000000     -3966070.00
0.25000    375.00    0.000000     -3911050.00
0.25000    400.00    0.000000     -3857340.00
0.25000    425.00    0.000000     -3804970.00
0.25000    450.00    0.000000     -3753760.00
0.25000    475.00    0.000000     -3703360.00
0.25000    500.00    0.000000     -3653320.00
0.25000    525.00    0.000000     -3603080.00
0.25000    550.00    0.000000     -3551970.00
0.25000    575.00    0.000000     -3499250.00
0.25000    600.00    0.000000     -3444050.00
0.25000    625.00    0.000000     -3385370.00
0.25000    650.00    0.000000     -3322040.00
0.25000    675.00    0.000000     -3252660.00
0.25000    700.00    0.000000     -3175550.00
0.25000    725.00    0.000000     -3088650.00
0.25000    750.00    0.000000     -2989500.00
0.25000    775.00    0.000000     -2875240.00
0.25000    800.00    0.000000     -2742780.00
0.25000    825.00    0.000000     -2589200.00
0.25000    850.00    0.004685     -2412490.00
0.25000    875.00    0.015154     -2212690.00
0.25000    900.00    0.027568     -1993140.00
0.25000    925.00    0.041438     -1761360.00
0.25000    950.00    0.055910     -1528750.00
0.25000    975.00    0.069899     -1308420.00
0.25000   1000.00    0.082383     -1111580.00
0.25000   1025.00    0.092704      -944406.00
0.25000   1050.00    0.100693      -807275.00
0.25000   1075.00    0.106570      -696363.00
0.25000   1100.00    0.110746      -606122.00
0.25000   1125.00    0.113654      -531119.00
0.25000   1150.00    0.115659      -466902.00
0.25000   1175.00    0.117039      -410143.00
0.25000   1200.00    0.117992      -358484.00
0.25000   1225.00    0.118655      -310299.00
0.25000   1250.00    0.119121      -264478.00
0.25000   1275.00    0.119453      -220262.00
0.25000   1300.00    0.119693      -177137.00
0.25000   1325.00    0.119871      -134745.00
0.25000   1350.00    0.120007       -92839.20
0.25000   1375.00    0.120114       -51243.80
0.25000   1400.00    0.120203        -9834.12
0.25000   1425.00    0.120281        31481.00
0.25000   1450.00    0.120352        72769.10
0.25000   1475.00    0.120422       114082.00
0.25000   1500.00    0.120493       155459.00
0.25000   1525.00    0.120567       196934.00
0.25000   1550.00    0.120648       238533.00
0.25000   1575.00    0.120736       280281.00
0.25000   1600.00    0.120833       322199.00
0.25000   1625.00    0.120942       364307.00
0.25000   1650.00    0.121063       406625.00
0.25000   1675.00    0.121199       449173.00
0.25000   1700.00    0.121350       491970.00
0.25000   1725.00    0.121518       535037.00
0.25000   1750.00    0.121705       578396.00
0.25000   1775.00    0.121912       622071.00
0.25000   1800.00    0.122141       666084.00
0.25000   1825.00    0.122394       710462.00
0.25000   1850.00    0.122672       755232.00
0.25000   1875.00    0.122978       800424.00
0.25000   1900.00    0.123312       846069.00
0.25000   1925.00    0.123678       892201.00
0.25000   1950.00    0.124076       938855.00
0.25000   1975.00    0.124510       986068.00
0.25000   2000.00    0.124980      1033880.00
0.25000   2025.00    0.125489      1082340.00
0.25000   2050.00    0.126039      1131480.00
0.25000   2075.00    0.126632      1181360.00
0.25000   2100.00    0.127271      1232020.00
0.25000   2125.00    0.127957      1283510.00
0.25000   2150.00    0.128693      1335900.00
0.25000   2175.00    0.129480      1389230.00
0.25000   2200.00    0.130322      1443560.00
0.25000   2225.00    0.131220      1498970.00
0.25000   2250.00    0.132176      1555500.00
0.25000   2275.00    0.133192      1613220.00
0.25000   2300.00    0.134271      1672210.00
0.25000   2325.00    0.135413      1732520.00
0.25000   2350.00    0.136623      1794240.00
0.25000   2375.00    0.137900      1857420.00
0.25000   2400.00    0.139247      1922150.00
0.25000   2425.00    0.140665      1988480.00
0.25000   2450.00    0.142156      2056510.00
0.25000   2475.00    0.143721      2126300.00
0.25000   2500.00    0.145362      2197920.00
0.25000   2525.00    0.147079      2271450.00
0.25000   2550.00    0.148874      2346960.00
0.25000   2575.00    0.150747      2424530.00
0.25000   2600.00    0.152699      2504230.00
0.25000   2625.00    0.154730      2586130.00
0.25000   2650.00    0.156841      2670300.00
0.25000   2675.00    0.159031      2756820.00
0.25000   2700.00    0.161303      2845750.00
0.25000   2725.00    0.163654      2937170.00
0.25000   2750.00    0.166086      3031150.00
0.25000   2775.00    0.168600      3127770.00
0.25000   2800.00    0.171194      3227110.00
0.25000   2825.00    0.173871      3329240.00
0.25000   2850.00    0.176632      3434270.00
0.25000   2875.00    0.179477      3542290.00
0.25000   2900.00    0.182411      3653400.00
0.25000   2925.00    0.185437      3767750.00
0.25000   2950.00    0.188560      3885470.00
0.25000   2975.00    0.191786      4006740.00
0.25000   3000.00    0.195126      4131750.00
0.25000   3025.00    0.198591      4260770.00
0.25000   3050.00    0.202197      4394070.00
0.25000   3075.00    0.205964      4532000.00
0.25000   3100.00    0.209916      4674990.00
0.25000   3125.00    0.214084      4823540.00
0.25000   3150.00    0.218508      4978260.00
0.25000   3175.00    0.223236      5139870.00
0.25000   3200.00    0.228327      5309240.00
0.25000   3225.00    0.233854      5487410.00
0.25000   3250.00    0.239906      5675610.00
0.25000   3275.00    0.246592      5875300.00
0.25000   3300.00    0.254046      6088190.00
0.25000   3325.00    0.262427      6316310.00
0.25000   3350.00    0.271933      6561990.00
0.25000   3375.00    0.282801      6827990.00
0.25000   3400.00    0.295322      7117440.00
0.25000   3425.00    0.309849      7433970.00
0.25000   3450.00    0.326815      7781690.00
0.25000   3475.00    0.346751      8165240.00
0.25000   3500.00    0.370310      8589800.00
0.25000   3525.00    0.398305      9061070.00
0.25000   3550.00    0.431750      9585240.00
0.25000   3575.00    0.471929     10168900.00
0.25000   3600.00    0.520478     10819000.00
0.25000   3625.00    0.579516     11542500.00
0.25000   3650.00    0.651832     12346100.00
0.25000   3675.00    0.741160     13236100.00
0.25000   3700.00    0.852622     14217600.00
0.25000   3725.00    0.993420     15294100.00
0.25000   3750.00    1.174020     16466900.00
0.25000   3775.00    1.410220     17734200.00
0.25000   3800.00    1.727010     19090300.00
0.25000   3825.00    2.166380     20524800.00
0.25000   3850.00    2.804610     22022000.00
0.25000   3875.00    3.795830     23559600.00
0.25000   3900.00    5.504050     25107500.00
0.25000   3925.00    9.036970     26625100.00
0.25000   3950.00   20.024100     28051000.00
0.25000   3975.00   20.024100     28051000.00
0.25000   4000.00   20.024100     28051000.00

0.32000    250.00    0.000000     -4522580.00
0.32000    275.00    0.000000     -4455350.00
0.32000    300.00    0.000000     -4387360.00
0.32000    325.00    0.000000     -4320110.00
0.32000    350.00    0.000000     -4254580.00
0.32000    375.00    0.000000     -4191220.00
0.32000    400.00    0.000000     -4130150.00
0.32000    425.00    0.000000     -4071210.00
0.32000    450.00    0.000000     -4014060.00
0.32000    475.00    0.000000     -3958220.00
0.32000    500.00    0.000000     -3903130.00
0.32000    525.00    0.000000     -3848110.00
0.32000    550.00    0.000000     -3792390.00
0.32000    575.00    0.000000     -3735120.00
0.32000    600.00    0.000000     -3675310.00
0.32000    625.00    0.000000     -3611840.00
0.32000    650.00    0.000000     -3543400.00
0.32000    675.00    0.000000     -3468430.00
0.32000    700.00    0.000000     -3385070.00
0.32000    725.00    0.000000     -3291090.00
0.32000    750.00    0.000000     -3183820.00
0.32000    775.00    0.000000     -3060220.00
0.32000    800.00    0.000000     -2917020.00
0.32000    825.00    0.000000     -2751170.00
0.32000    850.00    0.000000     -2560620.00
0.32000    875.00    0.000000     -2345510.00
0.32000    900.00    0.004574     -2109500.00
0.32000    925.00    0.019368     -1860650.00
0.32000    950.00    0.034929     -1611100.00
0.32000    975.00    0.050061     -1374750.00
0.32000   1000.00    0.063630     -1163510.00
0.32000   1025.00    0.074889      -983931.00
0.32000   1050.00    0.083629      -836470.00
0.32000   1075.00    0.090073      -717117.00
0.32000   1100.00    0.094657      -620009.00
0.32000   1125.00    0.097849      -539376.00
0.32000   1150.00    0.100047      -470459.00
0.32000   1175.00    0.101557      -409686.00
0.32000   1200.00    0.102596      -354513.00
0.32000   1225.00    0.103316      -303174.00
0.32000   1250.00    0.103818      -254459.00
0.32000   1275.00    0.104174      -207538.00
0.32000   1300.00    0.104429      -161844.00
0.32000   1325.00    0.104617      -116982.00
0.32000   1350.00    0.104759       -72676.90
0.32000   1375.00    0.104870       -28733.40
0.32000   1400.00    0.104962        14988.60
0.32000   1425.00    0.105043        58591.60
0.32000   1450.00    0.105118       102152.00
0.32000   1475.00    0.105192       145728.00
0.32000   1500.00    0.105267       189366.00
0.32000   1525.00    0.105348       233102.00
0.32000   1550.00    0.105435       276967.00
0.32000   1575.00    0.105532       320990.00
0.32000   1600.00    0.105640       365193.00
0.32000   1625.00    0.105761       409601.00
0.32000   1650.00    0.105897       454235.00
0.32000   1675.00    0.106049       499118.00
0.32000   1700.00    0.106219       544272.00
0.32000   1725.00    0.106409       589720.00
0.32000   1750.00    0.106620       635488.00
0.32000   1775.00    0.106855       681600.00
0.32000   1800.00    0.107116       728084.00
0.32000   1825.00    0.107403       774969.00
0.32000   1850.00    0.107720       822287.00
0.32000   1875.00    0.108068       870069.00
0.32000   1900.00    0.108450       918353.00
0.32000   1925.00    0.108868       967174.00
0.32000   1950.00    0.109324      1016570.00
0.32000   1975.00    0.109820      1066590.00
0.32000   2000.00    0.110359      1117280.00
0.32000   2025.00    0.110943      1168680.00
0.32000   2050.00    0.111574      1220850.00
0.32000   2075.00    0.112257      1273840.00
0.32000   2100.00    0.112992      1327700.00
0.32000   2125.00    0.113782      1382490.00
0.32000   2150.00    0.114631      1438290.00
0.32000   2175.00    0.115540      1495140.00
0.32000   2200.00    0.116513      1553120.00
0.32000   2225.00    0.117552      1612300.00
0.32000   2250.00    0.118660      1672740.00
0.32000   2275.00    0.119839      1734540.00
0.32000   2300.00    0.121092      1797750.00
0.32000   2325.00    0.122421      1862460.00
0.32000   2350.00    0.123829      1928750.00
0.32000   2375.00    0.125318      1996700.00
0.32000   2400.00    0.126891      2066400.00
0.32000   2425.00    0.128549      2137920.00
0.32000   2450.00    0.130295      2211360.00
0.32000   2475.00    0.132130      2286800.00
0.32000   2500.00    0.134056      2364320.00
0.32000   2525.00    0.136075      2444010.00
0.32000   2550.00    0.138189      2525960.00
0.32000   2575.00    0.140398      2610250.00
0.32000   2600.00    0.142703      2696970.00
0.32000   2625.00    0.145106      2786190.00
0.32000   2650.00    0.147608      2878020.00
0.32000   2675.00    0.150208      2972520.00
0.32000   2700.00    0.152909      3069780.00
0.32000   2725.00    0.155709      3169890.00
0.32000   2750.00    0.158610      3272940.00
0.32000   2775.00    0.161613      3379000.00
0.32000   2800.00    0.164718      3488170.00
0.32000   2825.00    0.167927      3600540.00
0.32000   2850.00    0.171241      3716220.00
0.32000   2875.00    0.174662      3835310.00
0.32000   2900.00    0.178193      3957940.00
0.32000   2925.00    0.181840      4084250.00
0.32000   2950.00    0.185607      4214380.00
0.32000   2975.00    0.189503      4348530.00
0.32000   3000.00    0.193537      4486900.00
0.32000   3025.00    0.197723      4629760.00
0.32000   3050.00    0.202079      4777390.00
0.32000   3075.00    0.206625      4930170.00
0.32000   3100.00    0.211389      5088520.00
0.32000   3125.00    0.216406      5252950.00
0.32000   3150.00    0.221718      5424090.00
0.32000   3175.00    0.227378      5602670.00
0.32000   3200.00    0.233452      5789560.00
0.32000   3225.00    0.240020      5985820.00
0.32000   3250.00    0.247182      6192680.00
0.32000   3275.00    0.255056      6411600.00
